Student_ID,Year_of_Entry,Hometown,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
0900,2018,BKK,U,A,18,18,60,H,3,3,2,2,M,3,A,T,BKK,2.5,2,2.5,2.5,2,2,2.5,3,1,2.5,3,580000,12000,2.61,3,W,V,B,F,Pri,Free,N
0901,2018,BKK,U,H,18,18,15,H,3,2,2.5,3,F,3,P,T,BKK,2.5,2,1.5,2,2,2.5,3,2,3.5,2.5,3,910000,3000,2.68,2,W,M,M,F,Pri,Pri,N
0902,2018,BKK,U,H,18,18,40,V,2,2.5,3.5,3.5,F,2,MoD,A,BKK,2,1.5,2,2,1,1,2.5,2,2.5,2,3,490000,3000,2.18,1,W,V,V,M,Pub,Un,M
0903,2018,BKK,U,H,18,18,65,V,2,3,3.5,3.5,M,3,P,T,BKK,2,1.5,2,2,2.5,2.5,2,2.5,2,3,2.5,610000,8000,2.34,1,W,D,D,F,Bus,Bus,N
0904,2018,S,U,A,18,3,45,V,3.5,3.5,4,3,F,3,A,T,S,3,3,3,3.5,3.5,3,3.5,3.5,2,3,2,1380000,8000,3.04,3,M,M,M,F,Free,Pub,N
0905,2018,N,U,A,18,0,50,H,4,2.5,3,2.5,F,3,A,T,N,3.5,3.5,4,4,4,3.5,3.5,3.5,2,4,3,1140000,9000,3.56,2,W,B,B,M,Bus,Pri,M
0906,2018,BKK,U,H,18,18,30,H,3,2.5,4,3.5,M,4,P,T,BKK,3,3.5,4,3,3,3.5,3.5,3.5,2.5,4,3.5,500000,3000,3.37,3,W,H,H,F,Pub,Bus,H
0907,2018,BKK,U,H,19,19,70,V,3,3,2.5,3.5,M,4,P,T,BKK,2.5,1.5,1,3,3,0,3,2.5,1.5,3,2,550000,8000,2.29,1,W,V,B,F,Free,Free,L
0908,2018,NE,U,H,18,0,30,H,2,4,2.5,3.5,M,5,P,T,BKK,2,2.5,3,2.5,2,2.5,2,2.5,3.5,2,1.5,800000,5000,2.47,3,W,M,D,F,Bus,Pri,M
0909,2018,S,U,A,19,4,10,H,2,4,3,2,F,3,A,T,S,2,1.5,2,2.5,2,2,2.5,2.5,2,2,3,600000,11000,2.26,3,W,D,D,M,Pub,Pub,H
0910,2018,BKK,U,H,18,18,40,H,3.5,3.5,3.5,2.5,F,3,P,T,BKK,3,2.5,3,3,3,4,3.5,3.5,3.5,3,3.5,970000,8000,3.36,3,M,B,V,F,Pri,Free,M
0911,2018,BKK,U,H,18,3,80,H,3,3,4,2.5,F,4,P,T,BKK,3,2.5,3.5,3,2,3,3,3.5,3.5,2.5,3,470000,9000,2.87,3,W,P,H,F,Pri,Free,H
0912,2018,BKK,U,A,19,19,10,V,3,2,2.5,2.5,F,4,A,T,BKK,3,3,4,3.5,4,2.5,3,3.5,3.5,3,1,520000,5000,3.23,1,W,P,P,F,Free,Free,N
0913,2018,BKK,U,H,18,18,70,H,2,3.5,2,3.5,F,3,P,T,BKK,1.5,1,1.5,2,1.5,0.5,1.5,2,0,2,1.5,480000,7000,1.62,2,W,P,H,M,Pub,Free,M
0914,2018,S,U,A,18,3,10,H,3.5,2,3.5,4,F,4,A,T,S,3,2,2.5,3.5,4,2.5,2.5,3,3,3,3.5,900000,7000,3.1,3,M,D,M,F,Pub,Free,M
0915,2018,BKK,U,H,18,18,10,V,3,3,2,3,F,3,P,T,BKK,2.5,2,2.5,2.5,3.5,2.5,2.5,3,1.5,3.5,2.5,1030000,13000,2.57,2,W,D,D,F,Pri,Bus,H
0916,2018,BKK,U,A,18,3,20,H,4,4,3.5,3,M,3,A,T,BKK,3.5,3.5,3.5,4,3.5,4,4,3.5,4,3.5,2.5,500000,10000,3.59,3,W,B,M,F,Bus,Free,H
0917,2018,BKK,U,H,18,18,55,V,3.5,3,2.5,4,M,3,P,T,BKK,2.5,2,2,2.5,2,2,2.5,2,2.5,2,3.5,590000,13000,2.53,1,W,V,B,F,Pub,Pub,L
0918,2018,BKK,U,H,18,18,55,V,2,3.5,3,2,M,4,P,T,BKK,1.5,1.5,2,1.5,1,1,1.5,1.5,0.5,1.5,3.5,460000,6000,1.89,1,W,P,P,M,Bus,Bus,N
0919,2018,S,U,A,18,0,10,H,4,2,4,3.5,F,4,A,T,S,3,3,3.5,3.5,2.5,1.5,3,3,3,4,4,490000,7000,3.15,3,M,B,B,F,Pri,Bus,L
0920,2018,NE,U,A,18,0,5,H,2,2.5,3.5,3.5,M,3,A,T,NE,1.5,1,3,1.5,1,1,2,1.5,1,1.5,2.5,890000,13000,1.96,2,M,D,D,M,Pub,Bus,H
0921,2018,BKK,U,H,18,3,60,V,3.5,2,2,3.5,F,5,P,T,BKK,3,3,3.5,3.5,4,1,3.5,3,3,3.5,2.5,1490000,3000,3.17,1,W,B,M,M,Free,Free,L
0922,2018,BKK,U,H,18,18,10,H,3,2.5,4,4,M,2,MoD,A,BKK,3,2.5,3,3.5,4,4,4,3,2.5,3,2.5,500000,12000,3.19,2,W,P,H,M,Bus,Un,L
0923,2018,S,U,A,18,0,15,H,2,3.5,2,3.5,M,2,A,A,BKK,1.5,2.5,3.5,1.5,1.5,0.5,2,1,1,1.5,2,470000,8000,1.92,2,W,V,V,M,Pub,Un,H
0924,2018,BKK,U,H,18,18,25,H,4,2,4,3,M,4,P,T,BKK,3.5,3.5,4,3.5,3.5,2,3.5,3.5,3.5,4,2.5,500000,4000,3.47,3,W,B,B,F,Free,Pub,H
0925,2018,BKK,U,H,18,18,25,V,3.5,4,3,3,M,4,P,T,BKK,3,2,2.5,2.5,3,2,3.5,3,3,3,4,950000,9000,2.91,2,W,D,D,M,Pub,Bus,M
0926,2018,BKK,U,H,19,19,45,V,2,2,2,4,M,3,P,T,BKK,2,3,3,2,2,1,1.5,2,2,1.5,2.5,520000,4000,2.41,2,W,V,V,F,Pri,Pri,L
0927,2018,BKK,U,A,18,18,15,V,3.5,2.5,3,4,M,4,A,T,BKK,3,4,4,3,3.5,3.5,3.5,3.5,3,3,1.5,1020000,3000,3.28,2,W,M,B,F,Bus,Pub,M
0928,2018,NE,R,A,18,3,5,H,3,3,3,2.5,M,3,RM,A,NE,2.5,2,2.5,3,3,1,2.5,3,1,3.5,3,510000,9000,2.54,2,W,H,V,M,Free,Un,N
0929,2018,BKK,U,A,18,18,5,V,3.5,3.5,2,3.5,M,4,RM,T,BKK,3,2.5,2.5,3,3.5,1.5,3.5,2,2,3.5,4,510000,11000,2.99,1,M,V,B,F,Pri,Bus,L
0930,2018,S,U,A,18,0,15,H,2,2,3,4,M,3,RM,T,BKK,2,2,3,2,2,1.5,2,3,0.5,3,1,520000,12000,2.29,2,W,V,H,M,Free,Pri,H
0931,2018,BKK,U,H,18,3,60,H,2.5,2.5,4,3,M,4,P,T,BKK,1.5,1.5,1,2,1,1.5,1.5,2,2.5,0.5,2,540000,4000,1.99,2,W,V,V,M,Free,Bus,N
0932,2018,N,R,A,18,0,10,H,3,2,3,3,F,3,A,T,N,2.5,3,3.5,2,2.5,2,3.5,2.5,1.5,2.5,4,490000,10000,2.65,2,W,P,H,F,Pub,Pub,L
0933,2018,BKK,U,H,18,18,65,V,4,2.5,2,4,F,3,P,T,BKK,3.5,3,3.5,3.5,4,3.5,3.5,4,2.5,3,2.5,510000,4000,3.3,1,W,B,B,F,Bus,Pri,H
0934,2018,S,U,A,18,0,15,H,3.5,2,4,2.5,M,4,RM,T,S,3.5,4,4,3.5,3.5,4,4,3.5,2.5,4,4,490000,12000,3.61,3,W,H,V,M,Bus,Free,N
0935,2018,NE,U,A,18,0,35,H,3.5,3.5,3.5,2.5,F,3,A,T,NE,3,2.5,2.5,3.5,3,1.5,3,3,3,3,3,800000,9000,2.93,2,W,M,D,M,Pub,Pri,N
0936,2018,N,U,A,18,0,55,H,3,2.5,4,3.5,F,3,A,T,N,2.5,1.5,2.5,3,2.5,1.5,3,2.5,3,3.5,1.5,1200000,11000,2.7,2,M,D,D,M,Bus,Free,N
0937,2018,BKK,U,A,18,18,15,V,2,3.5,3.5,3.5,M,3,A,T,BKK,2,2,2.5,2.5,2,1.5,2.5,2,3,2.5,3.5,560000,6000,2.66,1,W,H,V,F,Pub,Pri,H
0938,2018,BKK,U,H,18,18,70,H,2,3.5,3.5,3,M,4,P,T,BKK,2,2,1.5,2,2.5,2,2,1.5,2.5,2.5,3.5,500000,3000,2.26,3,W,P,P,F,Free,Bus,M
0939,2018,NE,U,A,19,0,15,H,3,3,3.5,2.5,M,4,A,T,BKK,3,2.5,3,3.5,4,2.5,3,3,3.5,3,3,550000,9000,3.15,3,W,P,H,M,Free,Free,L
0940,2018,BKK,U,H,19,19,10,V,2,4,3,3.5,M,4,P,T,BKK,2,1.5,2.5,2,1.5,2.5,2.5,2,2,2,1,520000,13000,2.1,1,W,P,H,F,Pub,Bus,M
0941,2018,BKK,U,H,18,18,25,V,4,3,3,2,M,4,P,T,BKK,3.5,3.5,3,4,4,3.5,4,3.5,3,3,2.5,820000,11000,3.45,1,W,M,D,M,Free,Pub,H
0942,2018,S,R,A,18,0,25,H,3.5,3.5,4,3.5,F,4,A,T,S,3,3,3,3,2.5,3,3,4,1.5,2.5,2,790000,13000,2.95,3,M,B,V,F,Free,Bus,L
0943,2018,S,U,A,19,0,15,V,2.5,4,4,3,F,3,A,T,S,2.5,2.5,3.5,3,2.5,1,3.5,2.5,3,3,3,470000,3000,2.74,3,M,B,M,F,Pub,Pub,N
0944,2018,S,U,A,18,3,5,H,2,2.5,4,3.5,M,3,A,T,S,2,1.5,1,2,1,3,2,2.5,2.5,2,2.5,470000,10000,2.2,2,W,B,B,F,Free,Pri,N
0945,2018,NE,R,A,18,0,15,H,2.5,3,3,4,F,3,A,T,NE,2,1.5,2,2.5,2,0,2,2.5,1.5,2.5,1.5,530000,6000,2.09,2,W,V,V,F,Bus,Bus,H
0946,2018,BKK,U,A,18,18,5,H,2,3,3,2,M,3,A,T,BKK,2,2,2.5,2,2,1,2.5,2.5,0.5,2,3.5,450000,10000,2.41,3,W,B,M,F,Pub,Pri,N
0947,2018,BKK,U,A,18,18,5,H,3,2.5,3.5,2,F,4,A,T,BKK,2.5,2.5,3.5,3,4,2.5,3,2,3,3,3,1220000,7000,3.04,3,W,B,B,F,Pub,Bus,N
0948,2018,NE,U,A,18,0,15,H,3,2,3,4,M,3,A,T,NE,3,2.5,3,3,3.5,2,3,3,3.5,3.5,1,390000,10000,2.78,2,W,V,B,M,Bus,Pub,N
0949,2018,BKK,U,H,18,3,70,V,4,2.5,4,4,M,4,P,T,BKK,3.5,3,4,3.5,4,3.5,4,4,3,3.5,3,750000,8000,3.54,2,M,M,M,M,Bus,Pub,L
0950,2018,S,U,A,18,0,15,H,3.5,2.5,2.5,3,M,4,A,T,S,3,3,3.5,3.5,2,1,3.5,2.5,2,3,3.5,570000,11000,2.9,2,W,H,P,M,Pub,Pri,H
0951,2018,BKK,U,H,18,18,45,V,2.5,3.5,3,4,M,4,P,T,BKK,2.5,2,2.5,2.5,3,1,2.5,3.5,2.5,2.5,2.5,730000,13000,2.54,1,W,B,V,M,Pri,Pub,M
0952,2018,NE,U,A,18,0,10,H,3.5,4,2.5,3,F,3,RM,T,NE,3,3,3.5,3,3,2,3,3.5,2,3,1.5,690000,9000,3.01,2,W,B,M,F,Bus,Free,M
0953,2018,N,U,A,18,0,5,H,3,2.5,4,3.5,F,3,A,T,BKK,2.5,2,2.5,2.5,3,2,2.5,2,2.5,2.5,3.5,520000,8000,2.79,3,W,H,H,F,Pub,Pub,L
0954,2018,BKK,U,H,18,18,70,V,4,2.5,2.5,2,F,3,P,T,BKK,3.5,3,3,3.5,4,3,4,4,3.5,4,1.5,430000,11000,3.49,1,W,V,H,F,Bus,Bus,H
0955,2018,N,R,A,18,0,5,H,4,2.5,4,3,M,3,RM,A,N,3.5,3,3.5,4,4,3,3.5,3.5,3.5,4,1,560000,7000,3.43,2,M,H,V,F,Un,Pub,L
0956,2018,S,U,A,18,3,15,H,3.5,3,4,4,F,3,A,T,BKK,3,2,2.5,3,3,2,2.5,3,2.5,3,1,470000,6000,2.5,2,M,H,H,M,Pri,Bus,M
0957,2018,N,U,A,18,0,15,H,3,2.5,3,4,F,3,A,T,N,2.5,3,3.5,2.5,3.5,1,3.5,2.5,1,2.5,3,1000000,4000,2.79,2,M,D,D,F,Pri,Free,H
0958,2018,NE,R,A,18,3,5,H,2,4,3.5,3,M,4,RM,T,NE,2,1.5,2.5,2,2.5,2.5,2.5,2.5,0.5,2.5,3.5,890000,6000,2.44,3,W,M,B,M,Pub,Pri,H
0959,2018,BKK,U,H,18,18,40,H,4,4,4,4,M,4,P,T,BKK,4,4,4,4,3.5,4,3.5,4,3.5,3.5,3,1180000,7000,3.66,3,W,D,M,F,Bus,Bus,M
0960,2018,N,U,A,18,0,10,H,3,4,3,3.5,M,4,RM,T,N,2.5,1.5,2.5,2.5,3.5,2.5,3,2.5,2.5,3,2,540000,3000,2.75,3,M,V,V,F,Pub,Pri,H
0961,2018,NE,R,A,18,0,45,H,3,4,2,2,M,4,A,T,NE,2.5,2,1.5,2,1,2,3,2.5,2.5,2,2.5,1640000,6000,2.25,2,W,M,B,F,Pri,Free,M
0962,2018,BKK,U,H,18,3,30,V,3.5,3.5,3,3.5,F,3,P,T,BKK,3,2.5,2,2.5,3,3.5,3,3.5,3,3.5,2.5,850000,7000,2.97,2,W,B,B,M,Pri,Free,L
0963,2018,S,U,A,19,0,15,H,3,4,3.5,3.5,F,3,RM,A,S,3,3,2.5,3,3,2.5,3.5,3,2.5,2.5,3,1340000,5000,2.83,2,M,M,D,M,Free,Un,H
0964,2018,BKK,U,H,18,3,30,V,3,2,3,2,F,4,P,T,BKK,2.5,2.5,3,2.5,2.5,2.5,3,2.5,2,2.5,4,420000,11000,2.86,1,W,P,P,F,Free,Bus,M
0965,2018,BKK,U,H,19,19,85,V,2.5,3.5,4,3,F,3,P,T,BKK,2.5,1.5,1.5,2.5,2.5,1,2.5,2,1.5,2.5,3,510000,10000,2.29,2,W,H,P,F,Free,Bus,M
0966,2018,S,U,A,18,0,15,H,2.5,2.5,3.5,2.5,F,4,A,T,S,2,2.5,3,2.5,2.5,2.5,2.5,2.5,1,2,2,510000,3000,2.32,2,W,H,V,F,Pub,Pub,L
0967,2018,NE,U,A,18,0,15,H,3,2.5,3.5,3.5,M,4,RM,T,BKK,3,3,3.5,3,3,2,3,3,1.5,3,1.5,520000,12000,2.88,3,M,H,P,F,Bus,Free,M
0968,2018,BKK,U,H,18,18,50,H,2,2.5,2.5,3,F,2,MoD,A,BKK,2,2,2.5,2,1,1.5,2.5,1.5,2.5,2,4,530000,11000,2.4,3,M,H,V,M,Free,Un,L
0969,2018,BKK,U,H,19,19,60,V,4,4,3.5,3.5,F,4,P,T,BKK,3.5,3,2.5,4,3.5,2.5,4,3.5,2.5,4,2,1030000,10000,3.28,2,W,B,M,M,Free,Pub,L
0970,2018,BKK,U,H,18,3,30,V,3.5,3.5,4,4,M,3,MoD,A,BKK,3,2.5,2,3,3,1.5,2.5,3.5,2.5,3,2,460000,5000,2.65,1,W,P,P,M,Pri,Un,M
0971,2018,N,U,A,18,0,10,H,2,3,2,3.5,F,3,A,T,N,2,2.5,3.5,2,2,1,2,2,1,2,1.5,500000,6000,2.35,2,W,P,H,M,Free,Pub,M
0972,2018,BKK,U,H,18,18,40,H,4,3.5,2.5,4,F,3,MoD,A,BKK,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3,540000,3000,3.49,2,W,H,H,M,Pub,Un,H
0973,2018,N,U,A,18,0,5,H,3,2,3,3,F,4,A,T,N,2.5,3,4,3,3.5,3,2.5,3,2.5,2.5,1.5,690000,10000,3.01,2,W,B,V,F,Pri,Free,M
0974,2018,BKK,U,H,18,18,45,H,3,3.5,2,3.5,F,4,P,T,BKK,3,2.5,2.5,3,2,3,3,3,2.5,3,4,510000,4000,3.05,3,W,H,H,F,Bus,Pri,H
0975,2018,NE,U,H,18,0,30,H,2,3,4,2,F,3,P,T,NE,2,2,1.5,2.5,3.5,1.5,2,1.5,1,2.5,2,1280000,3000,2.21,2,W,D,D,F,Pub,Pub,M
0976,2018,BKK,U,H,18,18,35,V,3.5,2,4,2.5,F,3,P,T,BKK,3,2.5,3.5,2.5,1.5,2.5,3.5,3,3,3,3,530000,10000,3.01,1,W,P,H,F,Pri,Pub,L
0977,2018,BKK,U,A,18,18,15,V,2.5,2.5,2,4,F,3,A,T,BKK,2,1,2.5,2.5,2,0,2,1,1,3,1,1430000,5000,1.94,2,W,M,B,F,Bus,Bus,M
0978,2018,NE,U,A,18,0,10,V,2.5,3,4,4,M,4,A,T,NE,2.5,2,2.5,2.5,2,2,2.5,2.5,2,3,0.5,1200000,5000,2.5,3,W,D,D,F,Pub,Bus,L
0979,2018,BKK,U,A,18,3,5,V,3,3.5,4,2,M,3,RM,A,BKK,3,3.5,4,3,2,4,3.5,3,1.5,3.5,3,530000,11000,3.27,1,W,P,H,M,Pub,Un,M
0980,2018,BKK,U,H,18,18,50,V,3,4,3.5,3,M,4,P,T,BKK,3,3.5,4,3.5,3.5,2.5,3.5,3.5,2,3,3,520000,8000,3.2,1,W,H,H,M,Pub,Free,N
0981,2018,NE,U,A,18,0,5,H,2.5,4,3.5,4,F,3,A,T,NE,2.5,2.5,2.5,3,3,1.5,2.5,2.5,1,3,3,530000,7000,2.7,2,W,V,B,M,Free,Pri,L
0982,2018,N,U,A,18,0,10,H,2,2,2,2,F,5,RM,T,N,2,1.5,2,2,2,1,2,2,2,2,3.5,550000,5000,2.39,2,W,P,P,F,Bus,Pri,N
0983,2018,BKK,U,H,18,3,10,V,3,3,2.5,4,F,2,MoD,A,BKK,3,4,4,3.5,3,3.5,3,3,2.5,2,4,530000,9000,3.24,1,M,H,H,M,Free,Un,L
0984,2018,NE,U,A,19,0,10,H,3.5,3.5,4,3.5,F,3,A,T,NE,3,3.5,4,2.5,2.5,3.5,3,3.5,2,2.5,2,900000,13000,3.1,2,M,D,D,F,Free,Bus,H
0985,2018,S,U,H,19,0,50,H,2.5,3.5,2.5,3,M,4,P,T,BKK,2.5,2.5,2.5,2,1.5,2,2,2.5,3.5,2.5,4,1630000,12000,2.68,3,W,B,B,F,Pub,Bus,H
0986,2018,BKK,U,A,18,18,5,V,4,4,2,3.5,M,4,A,T,BKK,3,3,3.5,2.5,2.5,2.5,3,4,3,3.5,1.5,1130000,11000,2.91,2,W,D,M,F,Free,Pri,M
0987,2018,BKK,U,A,18,18,10,H,3.5,2.5,3,3.5,F,2,A,A,BKK,2.5,2,2.5,2.5,1.5,2,3.5,2.5,2.5,2,2.5,490000,11000,2.57,3,W,B,V,M,Free,Un,N
0988,2018,BKK,U,A,18,18,5,H,3,3,3,4,F,3,RM,T,BKK,2.5,2.5,3.5,3,2.5,2,2,3,2,2,3,1040000,12000,2.79,2,W,D,M,F,Free,Pub,L
0989,2018,BKK,U,A,18,18,10,V,2.5,4,4,3,F,3,A,T,BKK,2.5,3.5,4,2.5,2.5,2.5,3.5,3,2,2.5,2,1190000,8000,2.86,1,M,D,D,M,Bus,Pri,L
0990,2018,BKK,U,H,18,18,50,V,4,2.5,2,2,M,3,P,T,BKK,3.5,4,4,3.5,3,3.5,4,3.5,2,2.5,2,1060000,6000,3.38,1,W,D,D,F,Free,Pri,H
0991,2018,BKK,U,A,18,18,5,V,4,2,3,2.5,F,4,A,T,BKK,3.5,3.5,4,3.5,2.5,3.5,3.5,4,3,4,4,800000,10000,3.54,1,W,B,V,M,Pub,Pri,M
0992,2018,NE,U,A,18,0,5,H,4,4,3.5,2,M,4,A,T,NE,3.5,2.5,3,3.5,3,2,4,4,3,3.5,3.5,550000,5000,3.24,2,W,H,V,F,Pub,Pri,N
0993,2018,BKK,U,H,18,18,55,V,3.5,3.5,4,3,F,4,P,T,BKK,3,3,3.5,2.5,2.5,3.5,3,3,2.5,3.5,1,430000,11000,2.89,1,W,B,M,M,Free,Pri,H
0994,2018,BKK,U,H,18,18,25,V,2,2.5,3.5,3,F,2,MoD,A,BKK,2,1.5,2.5,1.5,1.5,0,3,2,1,2,0.5,690000,4000,2.06,1,W,D,D,F,Un,Free,H
0995,2018,N,R,A,18,0,5,H,2,3,3.5,2,M,3,A,T,N,1.5,1,1,2.5,2.5,1,2,2,0,2,3,680000,9000,1.94,3,W,B,M,F,Bus,Pub,N
0996,2018,N,U,A,18,0,10,H,4,4,2,2,F,2,A,A,N,4,4,4,3.5,3,4,4,3.5,3,4,3.5,560000,11000,3.59,3,W,B,V,M,Free,Un,N
0997,2018,S,U,A,19,0,15,H,2,4,3.5,3.5,M,3,A,T,S,2,1.5,2,2.5,2.5,1.5,2,2.5,2.5,2,1.5,490000,7000,2.43,2,W,H,P,F,Pri,Free,N
0998,2018,S,U,A,18,0,10,H,2,3.5,2.5,2.5,F,4,A,T,S,2,2.5,3,2.5,1.5,1.5,1.5,2,1,1.5,3,1270000,12000,2.31,2,M,D,M,F,Bus,Pub,H
0999,2018,BKK,U,A,19,19,15,H,2.5,2,3,4,M,4,A,T,BKK,2.5,2,3,2.5,3.5,4,2,3.5,2,2.5,2.5,1020000,12000,2.98,2,W,M,B,F,Free,Bus,L
1000,2018,S,R,A,18,0,20,H,3.5,3.5,2.5,4,M,3,A,T,S,3,3,4,3.5,3,0.5,3.5,3.5,3,3,3,460000,11000,2.94,2,W,B,M,M,Pri,Free,L
1001,2018,BKK,U,A,19,19,5,V,2.5,3.5,2,3.5,M,3,RM,T,BKK,2,1.5,2,2,2.5,2.5,2,2,1,2.5,1.5,440000,7000,2.16,1,W,V,B,F,Pri,Pri,N
1002,2018,BKK,U,A,19,19,5,V,4,2,2,4,M,4,A,T,BKK,3,2.5,3.5,3,2.5,4,3,3.5,2.5,3,2,1080000,13000,2.9,2,W,B,M,F,Pri,Free,H
1003,2018,NE,U,A,18,0,15,V,2.5,2.5,4,2.5,F,3,A,A,NE,2.5,2,2.5,2.5,2.5,2.5,2.5,2,1,2,2.5,430000,11000,2.5,3,W,H,P,M,Free,Un,N
1004,2018,N,U,A,19,4,5,H,4,3,2,2.5,F,3,A,T,N,3.5,3,3,3.5,4,2.5,4,4,2.5,4,1.5,1170000,10000,3.36,2,M,B,B,M,Pub,Free,H
1005,2018,BKK,U,H,18,18,40,H,4,2,2,3,F,4,P,T,BKK,3.5,2.5,3,3.5,3,4,3.5,4,3.5,4,2.5,680000,12000,3.45,2,W,D,M,F,Pub,Bus,L
1006,2018,N,R,A,18,0,5,H,2,3.5,4,3.5,M,4,A,T,N,2,2,2,2,2,1,2.5,2.5,1.5,1.5,2.5,490000,6000,2.24,3,M,B,B,F,Pri,Free,N
1007,2018,BKK,U,H,18,18,55,V,2.5,2.5,2,3.5,M,4,P,T,BKK,2.5,2.5,3.5,2.5,3,1,2.5,2,2,3,1.5,460000,3000,2.6,1,W,H,V,F,Pri,Bus,N
1008,2018,S,U,A,20,0,5,H,2.5,4,3,3,M,4,RM,T,S,2,2,3.5,2,2,0,2.5,1.5,2,1.5,3.5,500000,4000,2.33,3,M,H,V,M,Pub,Free,N
1009,2018,N,R,A,18,0,10,H,3.5,4,3,2,M,3,A,A,N,3.5,2.5,3,3.5,4,4,4,3.5,2.5,2.5,2,480000,12000,3.22,3,W,B,V,M,Bus,Un,H
1010,2018,N,U,A,18,0,5,H,3,2,2.5,2.5,F,3,A,T,N,2.5,2,2.5,2.5,2.5,3,3,2,1.5,2,3,1210000,5000,2.52,2,W,M,B,F,Pri,Free,L
1011,2018,BKK,U,H,18,3,35,V,3.5,2,2.5,2,M,4,P,T,BKK,3,2.5,3.5,3,2.5,2,3,3,3,3,1.5,1070000,7000,2.7,1,W,B,V,F,Bus,Pub,H
1012,2018,BKK,U,A,18,18,10,V,3.5,3,3.5,2.5,M,3,A,A,BKK,3,2,2.5,2.5,2,3,3,3,1.5,3.5,4,570000,10000,2.7,2,W,P,P,M,Free,Un,H
1013,2018,NE,U,A,19,0,10,H,4,2,3.5,2.5,M,3,RM,T,NE,3.5,3.5,4,3.5,3,3,4,3.5,3,4,1,470000,10000,3.41,2,W,P,H,F,Pri,Free,M
1014,2018,N,R,A,18,0,15,H,3.5,3.5,3,2,M,3,A,T,N,2.5,1.5,1.5,2,2,3,3,2.5,1,3,0.5,1350000,6000,2.39,2,M,D,D,F,Pub,Pri,N
1015,2018,BKK,U,H,18,18,20,V,4,4,2,4,M,3,P,T,BKK,3.5,3,3.5,3.5,3.5,3,4,4,3,4,4,490000,12000,3.56,1,M,H,V,M,Free,Free,L
1016,2018,N,U,A,18,0,45,H,2,3.5,3.5,2,F,4,A,T,N,2,1.5,1.5,2,2.5,1,2,1.5,2,2,4,760000,3000,2.1,3,W,B,B,M,Free,Pri,H
1017,2018,N,U,A,19,0,10,H,3.5,2,2,2,F,3,A,T,N,3,3,3,3,2.5,1,3,3,3,3,1.5,510000,10000,2.61,3,W,P,P,F,Free,Pub,H
1018,2018,N,R,A,18,0,45,H,4,3,4,3,F,4,A,T,N,3.5,2,2,3,2.5,2.5,4,4,3,3.5,3.5,380000,5000,3.13,3,W,H,H,M,Bus,Bus,M
1019,2018,N,U,A,18,0,5,H,2.5,3,3.5,3.5,M,3,A,T,BKK,2.5,2.5,3,2.5,2,1,2.5,3,0.5,3,1.5,490000,9000,2.54,3,M,H,V,F,Free,Pub,M
1020,2018,NE,U,A,18,0,15,H,3,2,4,4,M,4,RM,T,NE,3,2.5,2,2.5,2.5,3,3.5,3,3.5,2.5,3,550000,5000,2.8,2,W,P,P,M,Pri,Free,M
1021,2018,BKK,U,A,19,19,10,V,2.5,3.5,2.5,4,M,2,A,A,BKK,2.5,1.5,1,3,2.5,2,2,3.5,1,3,2.5,730000,8000,2.55,1,W,D,D,M,Free,Un,N
1022,2018,NE,U,A,18,3,15,H,2.5,3,3,2,F,3,A,T,BKK,2.5,2,2.5,2,2.5,2,2.5,2.5,2,2.5,3.5,850000,7000,2.56,2,W,D,D,M,Pub,Pri,H
1023,2018,N,R,H,18,0,25,H,3,4,2.5,2.5,F,4,P,T,N,3,3,3,3,3.5,2,3,3.5,2.5,3,3,1190000,9000,2.96,2,W,B,M,M,Pri,Bus,H
1024,2018,BKK,U,H,18,18,55,V,3.5,4,2,2,F,3,P,T,BKK,2.5,2.5,2.5,3,3.5,3,3.5,3,1,2,3,500000,6000,2.92,1,W,B,V,F,Pri,Pub,M
1025,2018,S,U,A,18,0,10,H,3.5,2,4,3.5,F,4,A,T,S,3,3.5,4,2.5,2.5,2.5,2.5,3.5,3,3,3,670000,5000,2.92,2,W,M,B,M,Free,Pri,N
1026,2018,E,R,A,18,3,20,H,3.5,2,3,3.5,M,4,RM,T,BKK,3,3.5,4,3,3,3,3.5,2.5,3,4,3,540000,12000,3.24,2,M,V,H,M,Bus,Pri,L
1027,2018,N,U,A,18,0,5,H,4,2,2.5,3.5,M,4,A,T,N,3,3.5,3.5,3.5,3,1.5,3.5,3,2.5,3,3,580000,6000,3.18,2,M,H,V,M,Pub,Bus,N
1028,2018,BKK,U,H,18,18,15,V,2.5,4,3.5,3,M,3,MoD,A,BKK,2.5,2.5,3,3,2,1,2.5,2,2,2,3,460000,12000,2.65,1,W,H,V,F,Un,Pri,N
